,brands
1074,Maverick Ranch Association Inc
1075,Associated Manufacturers Ltd.
1076,Rouse's Enterprises  Inc.
1077,Rouses Best
1078,Rouses Markets
1079,Pick 5
1080,Rouses
1081,Everest Drinking Waters
1082,Gilway
1083,"Dean's,  Boricua Empaque  Inc."
1084,Spruce Naturals Llc
1085,Montebello
1086,Charbonneaux Brabant S.A.
1087,Beaufor
1088,Moutarde
1089,"Raley's,  Vacaville Fruit Company  Inc."
1090,Colvin Of California
1091,Vacaville Fruit Company  Inc.
1092,Raley's
1093,Nash's Organic Produce
1094,Nash's
1095,Pierce's
1096,Tall Paul's Pickles
1097,Cox's Wholesale Seafood
1098,B&G Foods North America  Inc.
1099,Original Tings
1100,Smart Puffs
1101,Pirate's Booty
1102,Pirate Brands  Llc
1103,Pirate Brands
1104,Pirate Brands  Llc.
1105,"Richin,  Richin Brand"
1106,"Richin,  International Publish/Mfrs Asc"
1107,"Richin,  Richin Trading Inc."
1108,Borden  Inc.
1109,Meadow Gold Dairies
1110,Meadow Gold
1111,"Simply,  Borden  Inc."
1112,Keller's
1113,Plugra
1114,Hotel Bar
1115,Happy Boy
1116,Laredo Packing Company
1117,American Gourmet
1118,Casa Blanca Products
1119,Van
1120,C&H
1121,Domino Foods  Inc.
1122,California And Hawaiian Sugar Company
1123,C & H
1124,Chsugar
1125,C&G
1126,Alwadi
1127,Garden Of Eatin'
1128,Garden Of Eatin
1129,The Hain Celestial Group  Inc.
1130,Balconi S.P.A
1131,The Brigittine Monks  The Order Of The Most Holy Savior  Inc.
1132,International Wholesalers Corp
1133,Al Wadi Al Akhdar Sal
1134,Al Wadi Al Akhdar
1135,Al Wadi Gourmet
1136,Alwadi Al Akhdar
1137,Bar S
1138,Bar-S
1139,Plumrose
1140,"Black Forest,  Bars"
1141,Bars
1142,Mccormick
1143,Bar-S Foods Co.
1144,"Mccormick,  Bar-S Foods Co."
1145,Millstream Investments  Inc.
1146,Hawaii's
1147,Nature's World Llc
1148,Nature's World Llc.
1149,Nature's World
1150,Nature's World In Sumner
1151,Nature's World Llc. Sumner
1152,Chiu Hop Company
1153,Redner's Warehouse Market
1154,Redner's Warehouse Markets
1155,"Redner's Warehouse Markets,  Chiu Hop Company"
1156,Redner's
1157,Tuna Helper
1158,Chex
1159,Dora And Friends
1160,Nickelodeon
1161,Helper
1162,Chicken Helper
1163,Bules
1164,Frollicks
1165,Good Table
1166,The Good Table
1167,Scooby-Doo!
1168,Natural Valley
1169,"Fiber One,  Mas Sales Inc."
1170,Betty Lou's  Inc.
1171,Just Great Stuff
1172,Betty Lou's Inc
1173,Dolores Tuna
1174,Dolores
1175,Pescados Industrializados  S.A. De C.V.
1176,Don Roth's Blackhawk
1177,Dixie Crystal
1178,Dixie Crystals
1179,Barilla
1180,"Chex,  Arbor Products  Ltd."
1181,"Fiber One,  Arbor Products  Ltd."
1182,Thai Agri Foods Public Company Limited
1183,"Foco,  Thai Agri Foods Co.  Ltd."
1184,"Foco,  Thai Agri Foods Public Company Lemited"
1185,Thai Agri Foods Co.  Ltd.
1186,Foco
1187,Rich Products Corp.
1188,Celebration Foods
1189,Carvel
1190,Slice Mmms
1191,Rich Products Corporation
1192,Peanuts Worldwide Llc
1193,Peanuts
1194,Pasta Toscana
1195,B.C. Bundt
1196,"Star,  Morton & Bassett Spices"
1197,Morton & Bassett Spices
1198,Mortan & Bassett Spices
1199,Morton & Bassett
1200,"Morton,  Morton & Bassett Spice"
1201,Morton Bassett Inc.
1202,"Morton,  Morton & Bassetti Spices"
1203,"Morton,  Morton & Bassett Spices"
1204,"Morton,  Morton & Basett Spices"
1205,Morton & Bassett Spice
1206,Morton Bassett San Francisco
1207,"Morton,  Morton & Bassett"
1208,Marton & Bassett Spices
1209,"Fiber One,  Chateau Julien  Inc."
1210,Citrus World Inc.
1211,"Disney,  Citrus World Inc."
1212,Disney
1213,Florida's Natural
1214,Florida's Natural!
1215,Growers' Pride
1216,"Florida's Natural,  Citrus World Inc."
1217,Tradewinds
1218,"Thorntons,  Tailor Made Products  Inc."
1219,Thorntons
1220,"Jumex,  Salois Sanitary Dairy  Inc."
1221,Great Range
1222,Better'N
1223,Thai Wonder
1224,Salmolux  Inc.
1225,Bari
1226,Wiebe Farms Inc.
1227,Talking Rain
1228,Sparkling Ice
1229,"Sparkling Ice,  Talkingrain Beverage Company"
1230,Talkinggrain Beverage Company
1231,"Sparkling Ice,  Talking Rain Beverage Co.  Inc"
1232,"Simply,  Simply Mi-Delicious"
1233,"Napoleon,  Confiserie Napolean Bv"
1234,Confiserie Napoleon Bv
1235,Saint Marc Haiti
1236,Saint Marc
1237,Phoebe
1238,Sweet Earth Natural Foods
1239,Sweet Earth
1240,Wild Bill's
1241,Tacoma Tofu
1242,P.T. First Marine Seafoods
1243,Arthur's
1244,Don Jose
1245,Nippon Suisan Kaisha  Ltd.
1246,Mex America
1247,Mexamerica
1248,Harbar Llc
1249,Appian Way
1250,Armour
1251,"Armour,  The Dial Corporation"
1252,Banner
1253,Hartford House
1254,Hartford House Foods
1255,Bel Brands Usa Inc.
1256,Kaukauna
1257,Bel Brands Usa
1258,Bel Brand Usa
1259,Bell Brands Usa
1260,Mike & Cindy Armstrong
1261,Cascade Pride
1262,La Frersca
1263,"Lifeway,  Lifeway Foods Inc."
1264,Lifeway
1265,Lifeway Foods Inc.
1266,Lifeway Foods  Inc.
1267,Jack Link's
1268,Link Snacks  Inc.
1269,"Jack Link's,  Link Snacks  Inc."
1270,Lorissa's Kitchen
1271,Jack Links
1272,"Jack Link's,  Link Snacks  Inc"
1273,"Sweet Shop Usa,  Sweet Shop Candies  Inc."
1274,"Safeway,  Sweet Shop Candies  Inc."
1275,Sweet Shop Candies  Inc.
1276,Sweet Shop Usa
1277,Fudge Love
1278,Whitman's Candies  Inc.
1279,Pangburn's Of Texas
1280,Colcafe' S.A.S.
1281,Industria Colombiana De Cafe
1282,Colcafe S.A.S.
1283,Colcafe
1284,Bosco
1285,Bosco Products  Inc.
1286,Dilco Enterprises  Inc.
1287,Spice Treasures
1288,Gold Shield Foods  Llc
1289,Gold Shield Foods  L.L.C.
1290,Jacquot Et Cie
1291,Sweet Heart
1292,J. Maheras Company Inc.
1293,"Divine,  The Holmes Group Inc./White Mountain"
1294,Riviana Foods Inc.
1295,Success
1296,Mahatma
1297,Carolina
1298,Minute
1299,Kwokcheng Enterprise Inc.
1300,Ace Marketing Company
1301,Moyer Specialty Foods
1302,Mystic Lake Dairy
1303,Primrase Candy Co
1304,Primrose Candy Company
1305,Primrose Candy Co
1306,Bruce Foods  Inc.
1307,Mexene
1308,Bruce Foods Corp.
1309,Bruce Foods Corporation
1310,Mccall Farms  Inc.
1311,Bruce's
1312,Casa Fiesta
1313,Casafiesta
1314,Mon Te Zuma
1315,Delimex
1316,Mansmith's
1317,Longhorn Barbecue
1318,"Kettle,  Spir-It Incorporated"
1319,Mrs. Gerry's Kitchen  Inc.
1320,Mrs. Gerry's
1321,Mrs. Gerry's Kitchen
1322,Fiorucci
1323,Fiorucci Foods  Inc.
1324,Fiorucci Foods  Inc. 
1325,Campofrio Food Group - America  Inc.
1326,Forucci Foods  Inc.
1327,Campofrio
1328,Campofrio Food Group America
1329,Compofrio
1330,Blake's
1331,Lesaffre Yeast Corporation
1332,Rivoire & Carret
1333,Chef Buddys
1334,Pillsbury
1335,Harry's Fresh Foods
1336,Harry's
1337,The Harris Soup Company
1338,Modern Bistro
1339,"Rockstar,  Sabatini's Frozen Pizza Inc."
1340,Stafford Meat Co.
1341,"Lunds & Byerlys,  Byerly Foods International"
1342,Lunds & Byerlys
1343,Lunds & Byerls
1344,Byerly Foods International
1345,Lunds And Byerlys
1346,Our Bakery
1347,Coloma Frozen Foods
1348,Nature Blessed
1349,Coloma Frozen Foods  Inc.
1350,Seneca Foods Corp.
1351,Seneca
1352,Seneca Foods Corporation
1353,E. Formella & Sons  Inc.
1354,Cicero Beverage Co.
1355,Aimee
1356,Brownwood Farms
1357,Brownwood Acres
1358,Green Line
1359,Ada Valley Meat Co.
1360,Hills Bros.
1361,Hills Bros
1362,Massimo Zanetti Beverage Usa  Inc.
1363,Henning's Wisconsin Cheese
1364,Henning's Cheese
1365,M & M Bakery
1366,Daifuku
1367,Kibun Foods Inc.
1368,Atsuyaki Tamago
1369,Coosemans Specialties Inc.
1370,Kettle
1371,"Kettle,  Big Slice"
1372,Big Slice
1373,"Kettle,  Grandma Hoerner's Foods  Inc."
1374,Grandma Hoerner's Foods  Inc.
1375,Grandma Hoener's
1376,Grandma Hoerner's
1377,Granoma Hoerner's
1378,Red Shell Foods Inc.
1379,San Luis Sourdough
1380,Bimbo Bakeries Usa  Inc.
1381,Back To Basics Products  Llc
1382,Focus Electrics  Llc
1383,Glenmark
1384,Glenmark Premier
1385,Jemm Burger
1386,Best Chicago Meat Company Llc
1387,Davis Meats
1388,Organic Promise
1389,Rising Sun Farms  Inc.
1390,Rising Sun Farm Inc.
1391,Lochmead Farms  Inc.
1392,Discos Pepe
1393,Suebee
1394,Salada Foods Jamaica Limited
1395,Dr. Bronner's
1396,Real Salt
1397,Canel's
1398,Canel's  S.A. De C.V.
1399,Chicles Canel's Sa De Cv
1400,"Sweet Smiles,  Chicles Canel's Sa De Cv"
1401,Big Y Foods  Inc.
1402,"Big Y,  Big Y Foods  Inc."
1403,Big Y
1404,"Kettle,  Big Y"
1405,"Crescent,  Big Y"
1406,Bigy
1407,Sunnyland
1408,Troyer's
1409,Steuben Foods Inc.
1410,Steuben
1411,Steuben Consumer Products
1412,Arcobasso Foods  Inc.
1413,Panera Bread
1414,The Pear Tree
1415,Panera
1416,Zia's
1417,Zias
1418,Lifesavers
1419,Livesavers
1420,Maeda-En
1421,G.T. Japan  Inc.
1422,G. T. Japan  Inc.
1423,G.T Japan  Inc.
1424,G. T Japan  Inc.
1425,Matcha
1426,"Tops,  Perishables Jamaica Limited"
1427,Perishables Jamaica Limited
1428,Lanovara Specialty Foods  Inc.
1429,Lanovara Specialty Foods  Inc
1430,P3
1431,Mountain Man Nut & Fruit Co.
1432,Rivertrail Foods
1433,Rivertail Foods
1434,River Trail
1435,Rivertrail
1436,River Trail Foods
1437,Rivertrail Naturals
1438,River Trail Naturals
1439,River-Trail
1440,"Fruit2o,  Sunny Delight Beverages Company"
1441,The Roe's Of San Antonio  Llc
1442,International Golden Foods Inc
1443,Golden Brand
1444,Golden Foods
1445,Sahtein
1446,Golden
1447,Crispa
1448,Sahara Gold
1449,Alna Inc.
1450,Ocean Bonnie
1451,Nature's Finest
1452,Gianelli
1453,"Organic Valley,  Cooperative Regions Of Organic Producer Pools"
1454,"Purity,  Organic Valley"
1455,American Spoon
1456,American Spoon Foods
1457,Tio Franco
1458,Carmen's Chips  Inc.
1459,"Toft's,  Toft Dairy Inc."
1460,"Toft's,  Toft Dairy  Inc."
1461,V's
1462,Maker's Mark
1463,Carapelli Firenze Spa
1464,Carapelli
1465,Soringhar T
1466,Bull's Eye
1467,Bull's Eye Everyday
1468,Celeste
1469,Celeste Pizza For One
1470,Aunt Jemima
1471,Aunt Jemina
1472,"Van De Kamp's,  Pinnacle Foods Group Llc"
1473,Allen Apiaries
1474,Mambi
1475,Harmons
1476,"Harmons,  Harmons Inc"
1477,Harmons Inc
1478,"Harmons Neighborhood Grocer,  Harmons Inc"
1479,Harmons Neighborhood Grocer
1480,"Organics,  Harmons Inc"
1481,Harmon
1482,"Jelly Belly,  Harmons Inc"
1483,Wabash Valley Farms  Inc.
1484,Wabash Valley Farms
1485,Harvest Creek
1486,Crider's  Inc.
1487,Crider
1488,Comfort Creek Foods
1489,Crider  Inc
1490,"Clover Valley,  Crider's  Inc."
1491,Comfort Greek Foods
1492,De Casa
1493,Stubblefield Enterprise Inc.
1494,Sociedad Cooperativa Trabajadores De Pascuql Scl
1495,Hosoda Bros
1496,Clabber Girl
1497,Clabber Girl Corporation
1498,Hulman & Company
1499,Davis
1500,Chef Antonio
1501,Dianne's Fine Desserts  Inc.
1502,World's Best Cheesecake
1503,Daystar Desserts  Llc.
1504,Daystar Desserts
1505,Daystar Desserts  Llc
1506,Backyard Soda Co
1507,Rainbow Games Inc
1508,Sauced
1509,Tin Roof
1510,Ziegelmeier's
1511,Grand Ole Creamery
1512,Procesadora De Dulces Tipicos S.A. De C.V.
1513,Musclepharm
1514,Muscle Pharm
1515,Neptune
1516,Guernsey Dairy Stores  Inc.
1517,Guernsey Farms Dairy
1518,Le Sueur
1519,Create Meal
1520,Create A Meal
1521,Vita Speciality Foods
1522,"Flora,  Flora Fine Foods"
1523,Flora
1524,Flora's Distributors  Inc.
1525,"Flora,  Flora's Distributors  Inc."
1526,Flora Fine Foods
1527,"Flora,  Flora Italian Foods"
1528,Flora Foods
1529,"Beach Cliff,  Bumble Bee Foods  Llc"
1530,La Mexicana
1531,Fischer & Wieser Specialty Foods  Inc.
1532,Fischer & Wieser
1533,Reserve
1534,"Fisher,  Fischer & Wieser Specialty Foods  Inc."
1535,Fischer Wieser Specialty Foods
1536,Mary Ann's Baking Company
1537,Maryann's Baking Company
1538,Ann's Baking Company
1539,"Simply,  Simply Potatoes"
1540,Crystal Farms
1541,Northern Star Co.
1542,Northern Star Co
1543,Simply Potatoes
1544,"Simply,  Milton G. Waldbaum Company"
1545,Tofutti Brands  Inc.
1546,Tofutti
1547,Tofutti Brand
1548,Tofutti Brands Inc.
1549,Tofutti Brands
1550,Dollar General Literacy Foundation
1551,Oven Baked
1552,Interbake Foods Inc.
1553,Girl Scouts
1554,Interbake Foods Llc
1555,"Clover Valley,  Interbake Foods Inc."
1556,Fresh Finds
1557,Vilux
1558,Aceto Balsamico Del Duca Snc
1559,Carmel Food Group
1560,Flanders Homestyle Patties
1561,Flanders Provision Company Llc
1562,Marketspice
1563,Market Spice
1564,Pacific Hazelnut Farms
1565,Koppers Chocolate Specialty Co
1566,Koppers
1567,Koppers Chocolate
1568,Schneider's Dairy  Inc.
1569,Schneider's
1570,Divella
1571,F. Divella S.P.A.
1572,Blueprint
1573,Citrus Central Inc.
1574,Butterball
1575,Monogram Foods  Llc.
1576,Trail's Best
1577,Monogram Meat Snacks  Llc
1578,Bass Pro Shops
1579,Salute Snacks
1580,Sweety Ice Cream
1581,Sweety Novelty  Inc.
1582,Bergin Nut Company  Inc.
1583,"Kowalski's Markets,  Bergin Nut Company  Inc."
1584,Kowalski's Markets
1585,Bergin Fruit And Nut Company
1586,Bergin Fruit & Nut Company
1587,"Jelly Belly,  World Consolidated Industries"
1588,Cub Fresh
1589,World Consolidated Industries
1590,Bergin
1591,Kowalski's Market
1592,Kowalski's
1593,"Kowalski's Markets,  World Consolidated Industries"
1594,Gonsalves
1595,Seltzers
1596,Seltzer's
1597,Palmyra Bologna Company Inc.
1598,Country Treats
1599,J&J Snack Foods Corp
1600,Hom/Ade Foods  Inc.
1601,Mary B's
1602,Maryb's
1603,Heinens
1604,Heinen's
1605,Two Brothers
1606,Heine's
1607,Rafael Padilla & Cia S. En C.
1608,"Heinen's,  Rafael Padilla & Cia S. En C."
1609,Pardoe's Perkey Peanuts  Inc.
1610,Pardoe's Perky Peanuts
1611,Pardoe's Perky Peanuts  Inc.
1612,Cedar Crest Specialties Inc.
1613,Cedar Crest
1614,Gustafson's
1615,Newman's Own
1616,Newman's Own  Inc.
1617,"Newman's Own,  Newman's Own  Inc."
1618,Cape Cod
1619,"Cape Cod,  Cape Cod Potato Chips Inc."
1620,"Kettle,  Cape Cod"
1621,"Kettle,  Cape Cod Potato Chips Inc."
1622,Cape Cod Potato Chips Inc.
1623,Hinerwadel's
1624,Red Rose
1625,Redco Foods  Inc.
1626,Salada
1627,Junket
1628,"Trolli,  Ferrara Candy Company"
1629,Trolli
1630,Farley's & Sathers Candy Company  Inc.
1631,Koeyu Foods Inc.
1632,Koon Chun Hing Kee Soy & Sauce
1633,Koon Chun Hing Kee Soy & Sauce Fty.Ltd.
1634,Koon Chun Hing Kee Soy & Sauce Fty Ltd.
1635,Koon Chun Sauce Factory
1636,Koon Chun
1637,"Pacific,  Pacific Coast Fruit"
1638,Turkey Hill
1639,Turkey Hill Dairy Inc.
1640,"Turkey Hill,  Turkey Hill Dairy Inc."
1641,Turkey Hill Dairy
1642,"Turkey Hill,  Turkey Hill Dairy"
1643,Balocco S.P.A.
1644,El Popocatepetl Ind.  Inc.
1645,Frankly Natural  Inc.
1646,Far West Meats  Inc.
1647,Pagliacci
1648,Haitai  Inc.
1649,Paladini
1650,Laurel Hill
1651,Chex Finer Foods Inc.
1652,Philadelphia
1653,Cracker Barrel
1654,Breakstone's
1655,"Cracker Barrel,  Havarti"
1656,Temp Tee
1657,Velveeta
1658,Toco Bell
1659,Athenos
1660,Classico
1661,Velvetta
1662,"Kraft,  Velveeta"
1663,Tennessee Valley Ham Co.  Inc.
1664,Clifty Farm
1665,"Ahold,  Lifestyle One  Inc."
1666,Steve's & Ed's
1667,Master Sales Company
1668,Threshold Enterprises Ltd.
1669,Deming's
1670,Romero's
1671,Apwp Inc.
1672,Lucerne
1673,"Lucerne,  Safeway  Inc."
1674,"Signature,  Signature Kicthens"
1675,Signature Kitchens
1676,Signature
1677,Safeway Kitchens
1678,"Signature Kitchens,  Safeway  Inc."
1679,"Safeway Select,  Safeway  Inc."
1680,Lucerne Farms
1681,Lucerne Dairy Farms
1682,"Lucerne,  Lucerne Dairy Farms"
1683,Pantry Essentials
1684,Mo Manufacturer
1685,Prino Taglio
1686,Safeway  Inc.
1687,Signature Cafe
1688,"Signature Cafe,  Safeway  Inc."
1689,The Deli Center
1690,The Deli Counter
1691,Value Corner
1692,"Safeway,  Safeway  Inc."
1693,"Signature Select,  Safeway  Inc."
1694,Lucrene Dairy Farms
1695,"Signature Farms,  Safeway  Inc."
1696,Lucerne Dairy Farm
1697,Signature Select
1698,"Signature,  Safeway  Inc."
1699,"Safeway Kitchens,  Safeway  Inc."
1700,Safeway Select
1701,Primo Taglio
1702,Signature Kitckens
1703,Safeway Swlwct
1704,Safeway
1705,The Snack Artist
1706,"The Snack Artist,  Safeway  Inc."
1707,"Signature Select,  Sugar Bowl Bakery"
1708,Coast To Coast
1709,Oven Joy
1710,Waterfrontbistro
1711,Waterfront Bistro
1712,"Black Forest,  Primo Taglio"
1713,Signature Farms
1714,Primotaglio
1715,"Refreshe,  Safeway  Inc."
1716,Niagara Bottling  Llc
1717,Refreshe
1718,Signature Kitchen
1719,Safeway Farms
1720,"Safeway,  Safeway Farms"
1721,"Kettle,  Safeway  Inc."
1722,Safeway Kitchen
1723,"Gummi Bears,  Safeway  Inc."
1724,Cia. Topo Chico  S.A.
1725,Topo Chico
1726,Winn-Dixie
1727,Winn-Dixie Stores  Inc.
1728,Winn Dixie
1729,"Winn Dixie,  Winn-Dixie Stores  Inc."
1730,Prestige
1731,Fisherman's Wharf
1732,Winn - Dixie
1733,"Winn-Dixie,  Winn-Dixie Stores  Inc."
1734,Chek
1735,Winn-
1736,Hickory Sweet
1737,"Chek,  Winn-Dixie Stores  Inc."
1738,"Black Forest,  Winn-Dixie"
1739,"Kettle,  Winn Dixie"
1740,Bio-Genics
1741,Salt For Life
1742,Olde Thompson  Inc.
1743,Old Thompson
1744,Gunter's
1745,Hermann's
1746,Hermann Pickle Farms
1747,Amana
1748,Goya
1749,Fareway Stores  Inc.
1750,"Fareway,  Fareway Stores  Inc."
1751,Fareway
1752,Fare Way
1753,Tai Wing Wah Restaurant
1754,Hickory Farms
1755,"Hickory Farms,  Hickory Farms  Inc."
1756,Hickory Farms  Inc.
1757,Suzanne's
1758,Hawaiian Commercial & Sugar Company
1759,Texas Bay
1760,Texas Bay Brand
1761,Societe
1762,President
1763,Bakery Crafts
1764,Jack Guttman  Inc.
1765,Cambria Master Recordings
1766,Wisconsin Spice  Inc.
1767,Uncle Phil's
1768,"Lawry's,  Lawry's Foods Llc"
1769,"Lawry's,  Mccormick & Co.  Inc."
1770,Lawry's
1771,"Lawry's,  Mccormick & Co  Inc."
1772,Lawry's Foods Llc
1773,Adolph's
1774,Larry's Foods Llc
1775,Mccormick & Co.  Inc.
1776,"Mccormick,  Mccormick & Company  Inc."
1777,"Mccormick,  Mccormick & Co.  Inc."
1778,"Lawry's,  Lawry's Food's Llc"
1779,Mccormick & Company  Inc.
1780,Knorr
1781,P & L Imports
1782,Cfc  Inc.
1783,Butcher Boy
1784,Bay Valley Foods  Llc
1785,"Clover Valley,  Bay Valley Foods  Llc"
1786,Smart & Simple
1787,Our Specialty
1788,Carla's Pasta Inc.
1789,Carla's Pasta
1790,Carla's Pasta South Windsor
1791,Omaha Steaks
1792,Conrad Rice Mill  Inc.
1793,Deroyal Textiles  Inc.
1794,Bioforce Production
1795,V & V Supremo Foods Inc
1796,V&V Supremo Foods  Inc.
1797,Vv Supremo
1798,Supremo
1799,Country Maid  Inc.
1800,Country Maid  Inc
1801,Corona - Lotus N.V.
1802,Lotus
1803,Harry London Candies  Inc.
1804,Harry London's Candies Inc
1805,Hempler's
1806,Kobe Beef Brand Meats
1807,Hempler Foods Group Llc
1808,Painted Hills
1809,Hempler Foods Group Llc.
1810,Flav  Inc
1811,"Star,  Star Bakery Inc."
1812,Nilodor  Inc.
1813,Charlie's Pride
1814,Tom's
1815,"Tom's,  Snyder's-Lance  Inc."
1816,Snyder's-Lance  Inc.
1817,"Cascadian Farm,  Small Planet Foods  Inc."
1818,Small Planet Foods  Inc.
1819,Larabar
1820,Cascadian Farm
1821,"Food Should Taste Good,  Small Planet Foods  Inc."
1822,"Cascadian Farm Organic,  Small Planet Foods  Inc."
1823,Food Should Taste Good
1824,Cascadian Farm Organic
1825,L'A'Rabar
1826,Goodness Gardens
1827,Goodness Garden
1828,Wow Associates Ltd.
1829,Holiday Mix
1830,Darkside
1831,Alert Energy
1832,Lifesaver
1833,Life Saver
1834,Cibo Naturals
1835,North Coast
1836,Manzana Products Co Inc
1837,Mindfully Healthy Drinks Llc
1838,Microdaft
1839,Super Bread
1840,Cajun Injector
1841,The French Injector  Inc.
1842,Blossom Grove
1843,Mayer Brothers Apple Products  Inc.
1844,Mayer Bros
1845,Kenny's Candy Company Inc.
1846,Kenny's Candy Company
1847,Kenny's Candy & Confections
1848,Wiley Wallaby
1849,Kenny Candy Company
1850,Sea Gold Seafood Products Inc.
1851,Offshore Delights
1852,Sea Gold Seafood Products  Inc
1853,Caramia
1854,Cara Mia
1855,Ueshima Coffee (Ucc Hawaii) Corp
1856,"Clement Faugier, Fars Corporation"
1857,Honey Gardens
1858,Honey Gardens Apiaries
1859,New Ngc  Inc.
1860,El Yucateco Salsas Y Condimentos S.A. De C.V.
1861,El Yucateco Salsas Y Condimentos  S.A. De C.V.
1862,Fitrite Incorporated
1863,Marka Hipon Brand
1864,Fit-Choice
1865,Pangasinan
1866,Ralston Foods
1867,Guida-Seibert Dairy Co.
1868,Alstertor
1869,"Spectrum,  The Hain Celestial Group  Inc."
1870,"Spectrum,  Spectrum Naturals"
1871,Spectrum Naturals
1872,"Spectrum,  Spectrum Essentials"
1873,The Hain Celestial Group  Inc
1874,Teasdale Foods  Inc.
1875,Jardine Foods  Inc.
1876,Jardines
1877,Jardine's
1878,National Nut Company  Inc.
1879,Ozarka
1880,Meadow Sales  Inc.
1881,Vita Classic
1882,Vita Food Products  Inc.
1883,Vita
1884,Vita Food Products Inc.
1885,Jim Beam
1886,The Biggest Loser
1887,Vita Food Products  Inc
1888,Longevity Brand
1889,Parrot
1890,Sun Hing Foods  Inc.
1891,Flower
1892,Fortune
1893,Flower Brand
1894,"Butterball,  Butterball  Llc"
1895,Carolina Turkey
1896,Butterball  Llc
1897,Bottema Bakery
1898,The Beistle Company
1899,Lehi Roller Mills Co. Inc.
1900,Puget Consumers Co-Op
1901,Zacky Farms
1902,Double Rainbow
1903,Double Rainbow Gourmet Ice Creams  Inc.
1904,Suzie's
1905,Good Groceries Company Inc.
1906,Sirop El Morro
1907,Silver Floss
1908,Glk Foods  Llc.
1909,Snyder Of Berlin
1910,Synder Of Berlin
1911,"Kettle,  Pinnacle Foods Group Llc"
1912,Brooks
1913,Unger's
1914,Afc Franchise Corp.
1915,Advanced Fresh Concepts Corp.
1916,Afc
1917,Afc Franchise Corp
1918,Mrs. Annies
1919,Colony Brands  Inc.
1920,The Swiss Colony
1921,Swiss Colony Retail Brands
1922,Swiss Colony
1923,Jelly Belly
1924,Hain Pure Foods
1925,The Rain Celestial Group  Inc. 
1926,Hi Country Beef Jerky
1927,Olympic Venture Corporation
1928,Mr. Cheese O's
